type,year,state,abb,standard_fed_regions,region,division,barley,corn,cotton_els,cotton_upland,oats,rice,sorghum,soybeans,sugar_beets,sugarcane,wheat
plant and fail,2017,Oklahoma,OK,region VI,South,West South Central,35055.84999999999,330772.4699999999,NA,569108.2699999999,27216.47999999999,NA,293723.95999999996,643765.3909999997,NA,NA,4388873.230000002
plant and fail,2017,Oregon,OR,region X,West,Pacific,39467.93000000001,85594.91000000003,NA,NA,13737.440000000002,1.5,197.73,629.82,10840.880000000001,NA,689590.45
plant and fail,2017,Pennsylvania,PA,region III,Northeast,Middle Atlantic,26659.510000000006,855904.184,NA,NA,31758.810000000012,NA,5639.83,499735.5430000001,NA,NA,109465.80699999999
plant and fail,2017,Puerto Rico,PR,region II,NA,NA,NA,87.28999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA
plant and fail,2017,Rhode Island,RI,region I,Northeast,New England,NA,1420.47,NA,NA,4.7,NA,37.42,NA,NA,NA,NA
plant and fail,2017,South Carolina,SC,region IV,South,South Atlantic,1206.3400000000001,313714.0599999999,NA,245342.31000000008,9738.549999999997,94.43,6069.530000000002,379630.23,NA,5.529999999999999,82287.24999999997
plant and fail,2017,South Dakota,SD,region VIII,North Central,West North Central,36013.77,5531427.281000005,NA,NA,278633.4700000002,NA,173822.77999999997,5552676.738000001,83,NA,1815199.9699999995
plant and fail,2017,Tennessee,TN,region IV,South,East South Central,1222.13,702298.9899999996,2,337626.2,3032.73,1372.98,3127.3,1611680.69,NA,NA,320767.46000000014
plant and fail,2017,Texas,TX,region VI,South,West South Central,28873.500000000007,2383587.315,12953.82,6815207.753000001,290545.5699999999,170170.25999999998,1567654.649,197734.74,NA,41089.74,4307272.974999999
plant and fail,2017,Utah,UT,region VIII,West,Mountain,18560.9,61114.49500000001,NA,NA,10184.91,NA,358.85,14.48,NA,NA,125194.38
plant and fail,2017,Vermont,VT,region I,Northeast,New England,34.53,74544.81,NA,NA,80.61,NA,308.71999999999997,4424.352000000001,NA,NA,323.56000000000006
plant and fail,2017,Virgin Islands,VI,region II,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1.37,NA
plant and fail,2017,Virginia,VA,region III,South,South Atlantic,17345.660000000007,405571.66000000003,NA,82492.94000000003,3879.5499999999997,0.14,8898.24,576414.174,NA,NA,139441.13
plant and fail,2017,Washington,WA,region X,West,Pacific,82601.72000000002,160481.06999999995,NA,NA,7536.948999999998,NA,152.01,515.2099999999999,612.99,NA,2141417.2460000007
plant and fail,2017,West Virginia,WV,region III,South,South Atlantic,1619.5800000000004,42690.20000000002,NA,NA,827.4699999999999,NA,278.39,26316.579999999994,NA,NA,5696.579999999999
plant and fail,2017,Wisconsin,WI,region V,North Central,East North Central,17915,3763782.303999998,NA,NA,152622.82500000004,NA,4147.119999999999,2111369.1930000004,8.1,NA,193711.20599999998
plant and fail,2017,Wyoming,WY,region VIII,West,Mountain,70088.9,82501.41999999998,NA,NA,19431.11,NA,117.86,173.17000000000002,31411.269999999997,NA,132302.63999999998
prevent,2007,Alabama,AL,region IV,South,East South Central,51.6,296714.46,NA,399311.63,27427.9,NA,7191.399999999999,177060.41,NA,1.9000000000000001,90128.77
prevent,2007,Alaska,AK,region X,West,Pacific,3488.12,NA,NA,NA,988.1899999999999,NA,NA,NA,NA,NA,141.4
prevent,2007,Arizona,AZ,region IX,West,Mountain,34839.24999999999,53277.4,2137.1,166483.6,11593.900000000001,NA,37299.1,3.9,NA,NA,82433.9
prevent,2007,Arkansas,AR,region VI,South,West South Central,NA,594242.5199999999,175,859648.2099999998,9727.939999999999,1328124.14,219854.32999999993,2816072.730000001,NA,NA,818382.2700000001
prevent,2007,California,CA,region IX,West,Pacific,75316.58999999997,558313.6099999998,250575.88,198210.56999999995,224785.49999999997,528463.4500000001,30490.220000000005,NA,37366.04,557,609854.7000000002
prevent,2007,Colorado,CO,region VIII,West,Mountain,51178.76000000001,1168974.0899999999,NA,NA,61765.490000000005,NA,145919.40999999995,3621.8999999999996,32003.940000000002,NA,2418799.77
prevent,2007,Connecticut,CT,region I,Northeast,New England,3.4,26582.949999999997,NA,NA,53.67,NA,33.33,270.4,NA,NA,4.71
prevent,2007,Delaware,DE,region III,South,South Atlantic,18721.51,194619.11,NA,NA,241,NA,624.8,146733.45,NA,NA,54771.2
prevent,2007,Florida,FL,region IV,South,South Atlantic,NA,72516.89,NA,83810.00000000001,16605.149999999994,15425.47,4598.259999999999,14181.880000000005,NA,232839.91,12907.700000000004
prevent,2007,Georgia,GA,region IV,South,South Atlantic,654.5,498850.7499999999,NA,1024119.4600000003,58123.340000000004,NA,55676.21999999998,280073.94999999995,NA,47.400000000000006,331827.5199999999
prevent,2007,Guam,GU,region IX,NA,NA,NA,4.32,NA,NA,NA,NA,NA,NA,NA,NA,NA
prevent,2007,Hawaii,HI,region IX,West,Pacific,NA,21.81,NA,NA,NA,NA,NA,NA,NA,33242.01,NA
prevent,2007,Idaho,ID,region X,West,Mountain,554874.0599999999,310754.3,NA,NA,58586.96999999998,NA,1302.59,132.1,182820.2,NA,1184832.8000000007
prevent,2007,Illinois,IL,region V,North Central,East North Central,1116.36,12978431.470000006,NA,NA,28453.059999999994,992.6700000000001,76109.58,8143591.280000001,NA,NA,949908.1199999998
prevent,2007,Indiana,IN,region V,North Central,East North Central,732.4699999999999,6346301.759999998,NA,NA,5772.04,NA,12580.869999999999,4686889.390000001,NA,5,409882.16000000015
prevent,2007,Iowa,IA,region VII,North Central,West North Central,4856.6,13946008.920000004,NA,NA,136583.95999999996,NA,3936.6899999999996,8474499.670000002,NA,NA,30588.770000000008
prevent,2007,Kansas,KS,region VII,North Central,West North Central,18651.79000000001,3851065.9199999985,NA,45629.7,82252.79,241.97,2510991.36,2558736.4099999988,NA,NA,10361680.190000005
prevent,2007,Kentucky,KY,region IV,South,East South Central,8335,1409838.709999999,NA,256.3,2841.1400000000003,82,10442.720000000001,1073896.4400000002,NA,10.48,387805.81999999983
prevent,2007,Louisiana,LA,region VI,South,West South Central,NA,731431.1700000003,NA,329316.0700000001,3472.0399999999995,376490.85,245725.05000000002,602403.3,NA,426795.0800000001,241719.34000000005
prevent,2007,Maine,ME,region I,Northeast,New England,16654.32,27671.18000000001,NA,NA,28383.38,NA,NA,867.84,NA,NA,292.82
prevent,2007,Maryland,MD,region III,South,South Atlantic,34981.47,508558.1499999999,NA,140.23,3584.38,NA,5263.28,390702.20999999996,NA,NA,156969.73000000004
prevent,2007,Massachusetts,MA,region I,Northeast,New England,7,19120.279999999995,NA,NA,78.4,NA,NA,221.92,NA,NA,66.17999999999999
prevent,2007,Michigan,MI,region V,North Central,East North Central,8239.390000000001,2600978.4100000015,NA,NA,41350.94999999999,NA,1167.2499999999998,1682467.9400000004,151114.55000000002,NA,526060.1600000001
prevent,2007,Minnesota,MN,region V,North Central,West North Central,116924.35,8383427.25,NA,NA,210446.59999999995,NA,2396.5600000000004,6207480.970000002,485304.6,NA,1707322.4600000002
prevent,2007,Mississippi,MS,region IV,South,East South Central,NA,909044.15,NA,655109.45,2147.7,185970.25,134441.62,1436049.4100000001,NA,NA,351653.9700000001
prevent,2007,Missouri,MO,region VII,North Central,West North Central,3380.6800000000003,3268882.1999999997,NA,381108.07999999996,13698.73,176990.7,105104.00000000003,4563812.319999998,NA,NA,1031413.4199999992
prevent,2007,Montana,MT,region VIII,West,Mountain,875229.6300000002,77876.52999999998,NA,NA,67899.7,NA,389.3,457.5,50195.399999999994,NA,5042979.440000001
prevent,2007,Nebraska,NE,region VII,North Central,West North Central,3216.1900000000005,9358016.989999998,NA,9.5,110067.10999999997,NA,232603.18,3786612.529999999,46592.88,NA,2061417.81
prevent,2007,Nevada,NV,region IX,West,Mountain,1635.8,2451.3999999999996,NA,NA,1570.13,NA,184.1,NA,NA,NA,16926.890000000003
prevent,2007,New Hampshire,NH,region I,Northeast,New England,27.56,13037.460000000001,NA,NA,9,NA,15,2,NA,NA,2.5
prevent,2007,New Jersey,NJ,region II,Northeast,Middle Atlantic,1875.1999999999998,82237.28000000003,NA,NA,1288.8000000000002,NA,1133.1000000000001,79193.35,16,NA,22562.3
prevent,2007,New Mexico,NM,region VI,West,Mountain,5667.9,125820.20000000003,4641.200000000001,48674.46,17574.239999999998,NA,95048.24999999999,38.5,NA,NA,526082.8900000002
prevent,2007,New York,NY,region II,Northeast,Middle Atlantic,9685.289999999999,960662.0200000005,NA,NA,62899.21000000001,NA,815.15,199670.82000000004,NA,NA,62461.29
prevent,2007,North Carolina,NC,region IV,South,South Atlantic,16258.590000000007,1072528.0999999999,NA,495156.79999999993,23288.110000000008,123.72999999999999,6755.910000000002,1409741.0199999998,1.3,19.35,563238.8699999995
prevent,2007,North Dakota,ND,region VIII,North Central,West North Central,1402797.3700000003,2516629.3400000003,NA,NA,404169.77999999997,NA,2613.91,3000446.9400000004,252387.37000000002,NA,8464101.940000001
prevent,2007,Ohio,OH,region V,North Central,East North Central,2155.5700000000006,3815430.279999999,NA,NA,29772.390000000003,NA,1331.9900000000002,4095402.0399999986,NA,NA,797031.5400000002
prevent,2007,Oklahoma,OK,region VI,South,West South Central,10515.54,295287.5700000001,76.17,169968.91000000003,59579.149999999994,45.3,222430.54000000004,182059.55000000002,NA,NA,6186154.640000008
prevent,2007,Oregon,OR,region X,West,Pacific,57405.849999999984,68786.69999999997,NA,NA,31634.00999999998,NA,121,286.7,13761.15,NA,788465.6000000002
prevent,2007,Pennsylvania,PA,region III,Northeast,Middle Atlantic,31229.159999999996,948111.8099999999,NA,NA,63568.29000000001,NA,2816.7499999999995,342055.68999999994,0.9,NA,117504.97000000003
prevent,2007,Puerto Rico,PR,region II,NA,NA,NA,846.5,NA,NA,NA,NA,100,NA,NA,NA,NA
prevent,2007,Rhode Island,RI,region I,Northeast,New England,NA,1577.5100000000002,NA,NA,16.5,NA,20,NA,NA,NA,NA
prevent,2007,South Carolina,SC,region IV,South,South Atlantic,945.1,373154.58,NA,176648.49999999997,24326.280000000006,60,7252.549999999999,435468.9199999999,NA,1.4,148091.02
prevent,2007,South Dakota,SD,region VIII,North Central,West North Central,56244.62999999998,4861899.799999999,NA,NA,304377.25999999995,NA,126968.84000000001,3149992.7499999995,71.9,NA,3436192.0899999994
prevent,2007,Tennessee,TN,region IV,South,East South Central,1580.0399999999997,818181.55,NA,505399.43000000005,4435.54,1731.9,16221.230000000003,1005536.4800000003,NA,2.15,367975.38
prevent,2007,Texas,TX,region VI,South,West South Central,20639.59,2090051.9999999988,24616.7,4833765.449999999,502742.10000000027,143433.7,2623059.1699999995,84656.45,NA,42968.200000000004,6009320.019999996
prevent,2007,Utah,UT,region VIII,West,Mountain,32727.09,46290.82000000001,NA,NA,21948.04,NA,891.5699999999999,NA,NA,NA,145332.62999999998
prevent,2007,Vermont,VT,region I,Northeast,New England,2615,83442.27,NA,NA,1315.7,NA,55.93,2684.28,0.3,NA,568.6400000000001
prevent,2007,Virgin Islands,VI,region II,NA,NA,NA,2.83,NA,NA,NA,NA,NA,NA,NA,0.68,NA
prevent,2007,Virginia,VA,region III,South,South Atlantic,33060.89,448440.26,NA,58386.89999999999,9111.900000000003,NA,2968.65,484044.28,NA,4.5,206798.04000000004
prevent,2007,Washington,WA,region X,West,Pacific,223565.00999999998,251526.41999999998,NA,NA,11258.070000000002,NA,167,886.7,2584.8999999999996,NA,2121810.6
prevent,2007,West Virginia,WV,region III,South,South Atlantic,1587.47,42989.91000000002,NA,NA,1615.7499999999998,NA,57.910000000000004,14086.099999999999,NA,1,6497.659999999999
prevent,2007,Wisconsin,WI,region V,North Central,East North Central,32914.58,3951721.239999998,NA,NA,220565.16999999995,14.2,1916.82,1323624.9200000002,NA,NA,285122.72000000003
prevent,2007,Wyoming,WY,region VIII,West,Mountain,54732.39,82978.04999999999,NA,NA,31588.520000000004,NA,579.9000000000001,85.4,31549.489999999998,NA,153056.85
prevent,2008,Alabama,AL,region IV,South,East South Central,85.80000000000001,224380.87000000005,NA,289285.17,26639.099999999995,NA,7124.449999999999,352293.52999999985,NA,2.85,192948.03
prevent,2008,Alaska,AK,region X,West,Pacific,3809.15,NA,NA,NA,730.93,NA,NA,NA,NA,NA,152.83
prevent,2008,Arizona,AZ,region IX,West,Mountain,37250.82000000001,43205.16,770.0999999999999,131962.6,10969.999999999996,NA,51630.90000000001,3.8,193.1,NA,147663.8
prevent,2008,Arkansas,AR,region VI,South,West South Central,20,434453.5799999999,NA,619191.9999999999,7958.340000000002,1396803.5500000005,116844.66000000002,3287589.690000001,NA,NA,1039790.3000000002
prevent,2008,California,CA,region IX,West,Pacific,88445.44000000002,593840.6599999999,152763.37,117730.74999999999,239040.95000000004,506331.70000000007,42259.46,3.8,29434.329999999998,819.5,830250.1200000001
prevent,2008,Colorado,CO,region VIII,West,Mountain,68844.20000000001,1190433.8399999996,NA,NA,30831.659999999993,NA,153709.12000000002,8664.6,32924.04,NA,2073200.0399999998
prevent,2008,Connecticut,CT,region I,Northeast,New England,6.8,27008.81,NA,NA,84.25999999999999,NA,13.64,70,NA,NA,15.7
prevent,2008,Delaware,DE,region III,South,South Atlantic,20904.4,152490.95,NA,NA,464.8,NA,442.6,189017.95,NA,NA,77752.1
prevent,2008,Florida,FL,region IV,South,South Atlantic,NA,66560.4,NA,65519.49,13648.38,11679.9,5311,31666.370000000003,NA,252954.77,22083.48
prevent,2008,Georgia,GA,region IV,South,South Atlantic,193.60000000000002,362272.2999999999,NA,933548.7800000003,56943.199999999975,NA,51454.54,422047.1000000001,NA,20,440302.88
prevent,2008,Guam,GU,region IX,NA,NA,NA,23.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
prevent,2008,Hawaii,HI,region IX,West,Pacific,NA,46.629999999999995,NA,NA,NA,NA,NA,NA,NA,39763.48,NA
prevent,2008,Idaho,ID,region X,West,Mountain,589951.7799999999,288336.2199999999,NA,NA,50527.549999999996,NA,843.54,116.89999999999999,128555.68999999999,NA,1371212.5899999996
prevent,2008,Illinois,IL,region V,North Central,East North Central,867.4099999999999,11907636.359999994,NA,NA,27225.130000000016,1240.87,71982.09999999999,9095740.710000003,NA,NA,1149495.77
prevent,2008,Indiana,IN,region V,North Central,East North Central,1300.4199999999998,5591148.150000005,NA,NA,6156.95,NA,15025.419999999998,5404674.649999998,NA,NA,563757.8699999999
prevent,2008,Iowa,IA,region VII,North Central,West North Central,4708.3099999999995,12940589.39,NA,NA,138816.50000000003,NA,6976.330000000002,9662197.029999996,0.79,NA,38152.33
prevent,2008,Kansas,KS,region VII,North Central,West North Central,15773.060000000003,3769324.5199999977,NA,33962.12,50943.90000000001,119.95,2664416.7800000026,3266399.2299999995,NA,NA,9531437.24
prevent,2008,Kentucky,KY,region IV,South,East South Central,5752.28,1157238.9599999997,NA,12.5,2951.119999999999,128,9436.740000000003,1369876.55,NA,16.4,523015.6900000002
prevent,2008,Louisiana,LA,region VI,South,West South Central,NA,511451.60000000015,NA,294378.0999999999,4572.200000000001,464765.93000000005,117613.88,1040027.0699999997,NA,417080.07,385210.5200000001
prevent,2008,Maine,ME,region I,Northeast,New England,18215.52,28942.329999999998,NA,NA,30859.420000000002,NA,NA,2136.3,NA,NA,1288.92
prevent,2008,Maryland,MD,region III,South,South Atlantic,38538.70999999999,416281.23,NA,0.52,3651.4,NA,5553.56,488249,NA,NA,222232.34999999998
prevent,2008,Massachusetts,MA,region I,Northeast,New England,20.11,20636.22,NA,NA,132.83,NA,15.799999999999999,220.39,NA,NA,45.8
prevent,2008,Michigan,MI,region V,North Central,East North Central,7607.750000000001,2324244.7,NA,NA,44476.67999999999,NA,1189.9500000000003,1874193.9099999997,138739.8,NA,690266.4299999999
prevent,2008,Minnesota,MN,region V,North Central,West North Central,96394.10999999997,7698019.479999997,NA,NA,193224.31000000006,NA,1494.8100000000002,6984989.650000001,436262.39,NA,1826101.3499999994
prevent,2008,Mississippi,MS,region IV,South,East South Central,NA,686880.1699999998,NA,360262.51,1791.51,225499.95999999993,79704.09,1983253.19,NA,0.5,498484.49999999994
prevent,2008,Missouri,MO,region VII,North Central,West North Central,2733.9000000000005,2647258.2399999998,NA,305241.85,6234.699999999999,196238.45,81304.06000000003,5133723.5,NA,NA,1211073.1699999995
prevent,2008,Montana,MT,region VIII,West,Mountain,816818.9799999999,71978.59999999999,NA,NA,50094.13,NA,211.7,566.3999999999999,33294.42,NA,5544475.309999999
prevent,2008,Nebraska,NE,region VII,North Central,West North Central,4169.74,8792528.460000005,NA,7.16,83357.79999999997,NA,205517.0699999999,4868254.079999999,47923.649999999994,NA,1734088.2800000003
prevent,2008,Nevada,NV,region IX,West,Mountain,1494.6299999999997,3164.88,NA,NA,2695.93,NA,253.7,NA,NA,NA,16275.699999999997
prevent,2008,New Hampshire,NH,region I,Northeast,New England,5.9,13973.81,NA,NA,20.59,NA,29.35,8.47,NA,NA,NA
prevent,2008,New Jersey,NJ,region II,Northeast,Middle Atlantic,2250.5,78087.87,NA,NA,937.0999999999999,NA,815.7,88822.32,9.8,NA,31557.299999999996
prevent,2008,New Mexico,NM,region VI,West,Mountain,7456.62,127955.03000000001,2569.4,42321.56,11745.750000000002,NA,108770.57999999999,NA,NA,NA,424802.60000000003
prevent,2008,New York,NY,region II,Northeast,Middle Atlantic,9624.819999999996,977450.7999999999,NA,NA,66551.27000000002,NA,534.5299999999999,217994.18000000002,NA,NA,119023.77999999997
prevent,2008,North Carolina,NC,region IV,South,South Atlantic,18906.020000000004,869484.56,NA,426137.42999999993,30676.950000000004,302.6,10648.419999999998,1674181.48,1.25,1.3,788156.9699999995
prevent,2008,North Dakota,ND,region VIII,North Central,West North Central,1542499.4800000002,2482245.36,NA,NA,274600.25000000006,NA,1938.49,3760572.419999999,208672.86,NA,8951533.51
prevent,2008,Ohio,OH,region V,North Central,East North Central,3073.5700000000006,3216474.3700000006,NA,NA,26019.440000000002,NA,856.6200000000002,4423736.140000002,NA,NA,1059770.7999999996
prevent,2008,Oklahoma,OK,region VI,South,West South Central,18222.32999999999,343705.55000000005,NA,163881.7,27059.670000000006,324.07,334959.11000000004,386897.05000000005,NA,NA,5845903.730000001
prevent,2008,Oregon,OR,region X,West,Pacific,50826.26,70387.16999999997,NA,NA,29422.259999999995,NA,239.60000000000002,171.89999999999998,7977.110000000001,NA,860660.2799999997
prevent,2008,Pennsylvania,PA,region III,Northeast,Middle Atlantic,35096.4,897722.11,NA,NA,64714.33999999998,NA,2750.0500000000006,391686.3399999999,NA,NA,150569.71000000002
prevent,2008,Puerto Rico,PR,region II,NA,NA,NA,123.55,NA,NA,NA,NA,NA,NA,NA,NA,NA
prevent,2008,Rhode Island,RI,region I,Northeast,New England,NA,1528.25,NA,NA,9,NA,10.6,NA,NA,NA,NA
prevent,2008,South Carolina,SC,region IV,South,South Atlantic,973.0900000000001,319198.04999999993,NA,133135.74999999997,25677.19,90.1,10337.66,524666.58,NA,2.4,209737.91999999998
prevent,2008,South Dakota,SD,region VIII,North Central,West North Central,56839.88,4604506.940000001,NA,NA,202210.92,1,101362.59999999999,4033539.5999999996,397.4,NA,3512942.6799999997
prevent,2008,Tennessee,TN,region IV,South,East South Central,1309.4799999999998,635866.4300000002,NA,276651.19,3370.3200000000006,1664.1,23078.100000000002,1434358.1199999996,NA,1.5,563368.0400000003
prevent,2008,Texas,TX,region VI,South,West South Central,8558.500000000002,2244131.85,15391.099999999999,4932684.339999998,360259.3699999998,173695.03,3398363.9099999983,223787.48999999996,NA,37887.1,5708625.770000002
prevent,2008,Utah,UT,region VIII,West,Mountain,29231.18999999999,47574.289999999986,NA,NA,25230.38,NA,1207.9599999999998,NA,NA,NA,140097.76
prevent,2008,Vermont,VT,region I,Northeast,New England,1543.22,86308.64000000001,NA,NA,852.6800000000001,NA,24.16,3847.62,NA,NA,421.80999999999995
prevent,2008,Virgin Islands,VI,region II,NA,NA,NA,4.63,NA,NA,NA,NA,NA,NA,NA,5.02,NA
prevent,2008,Virginia,VA,region III,South,South Atlantic,38772.54999999999,370551.81999999995,NA,61215.13,8708.640000000005,NA,3475.9499999999994,565524.83,NA,2.6,280425.6999999999
prevent,2008,Washington,WA,region X,West,Pacific,193067.53999999995,222244.66,NA,NA,8887.299999999996,NA,149.1,261.4,2266.6,NA,2270245.22
prevent,2008,West Virginia,WV,region III,South,South Atlantic,1933.4400000000003,41248.8,NA,NA,1532.1600000000003,NA,333.01,18155.98,NA,1,8094.1
prevent,2008,Wisconsin,WI,region V,North Central,East North Central,35663.689999999995,3709400.6200000006,NA,NA,234646.87999999986,NA,2359.2899999999995,1586955.95,NA,NA,356962.83000000025
prevent,2008,Wyoming,WY,region VIII,West,Mountain,78518.01000000001,83185.25999999998,NA,NA,25182.140000000007,NA,180.2,3,30178.25,NA,157379.71
prevent,2009,Alabama,AL,region IV,South,East South Central,49.9,233734.30000000002,NA,251648.34999999998,17908.519999999997,NA,6610.0599999999995,412508.55,NA,2.9,160572.52000000002
prevent,2009,Alaska,AK,region X,West,Pacific,4628.12,NA,NA,NA,989.8900000000001,NA,NA,NA,NA,NA,86.27
prevent,2009,Arizona,AZ,region IX,West,Mountain,41428.2,45978.99999999999,1622.6,140509.4,8696.199999999999,NA,26825.36,1,NA,NA,110972
prevent,2009,Arkansas,AR,region VI,South,West South Central,NA,422820.97,NA,520471.12000000005,5138.9,1481063.7999999998,37318.73,3414793.3800000004,NA,NA,411674.76999999996
prevent,2009,California,CA,region IX,West,Pacific,78949.15999999999,482984.38,116820.95,69393.28,237245.88,539250.27,37135.30999999999,174.09,17141.589999999997,668,766512.3699999999
prevent,2009,Colorado,CO,region VIII,West,Mountain,66751.29,1065002.42,NA,4,42261.18,NA,104241.83,13112.739999999998,35360.19,NA,2526919.6799999997
prevent,2009,Connecticut,CT,region I,Northeast,New England,5.5,26234.730000000003,NA,NA,62.67,NA,14.56,87.60000000000001,NA,NA,17.9
prevent,2009,Delaware,DE,region III,South,South Atlantic,25300.84,166285.53000000003,NA,NA,487.9,NA,832.7,174336.97,NA,NA,62663.09999999999
prevent,2009,Florida,FL,region IV,South,South Atlantic,NA,59201.44000000002,NA,80867.75,12540.480000000003,9019.5,3899.92,36253.58,NA,217990.47,15527.93
prevent,2009,Georgia,GA,region IV,South,South Atlantic,488.1,410016.55,NA,989675.1399999998,42841.22,NA,45065.65999999998,451473.44000000006,NA,14.7,295630.5899999999
prevent,2009,Hawaii,HI,region IX,West,Pacific,NA,169,NA,NA,NA,NA,NA,NA,NA,42387.270000000004,NA
prevent,2009,Idaho,ID,region X,West,Mountain,495617.73999999993,285014.21,NA,NA,56043.88000000001,NA,1121.47,10.8,172687.20000000004,NA,1277925.7000000004
prevent,2009,Illinois,IL,region V,North Central,East North Central,417.49,11726684.119999995,NA,NA,25652.010000000002,988.63,28689.390000000003,9287366.480000002,NA,NA,814669.1900000004
prevent,2009,Indiana,IN,region V,North Central,East North Central,1202.9900000000002,5500239.69,NA,NA,6087.97,NA,8969.139999999998,5414854.099999999,NA,NA,449358.28000000014
prevent,2009,Iowa,IA,region VII,North Central,West North Central,5446.4,13266779.350000003,NA,NA,194114.84999999998,NA,1655.3200000000004,9481676.549999997,1.5,NA,25707.879999999997
prevent,2009,Kansas,KS,region VII,North Central,West North Central,11685.190000000002,4019701.7700000005,NA,36443.24,73704.01,73.98,2358079.970000002,3666158.709999999,NA,NA,9138134.85
prevent,2009,Kentucky,KY,region IV,South,East South Central,6715.15,1163723.8099999994,NA,NA,1688.1699999999996,82,3778.53,1405614.1099999992,NA,12.4,426878.42000000033
prevent,2009,Louisiana,LA,region VI,South,West South Central,NA,623684.6800000002,NA,222998.65999999997,3492.8899999999994,466241.88999999996,67793.31,1008741.5400000003,NA,424972.3799999999,178503.89
prevent,2009,Maine,ME,region I,Northeast,New England,13826.3,27735.190000000006,NA,NA,31692.449999999997,NA,12.7,1508.83,NA,NA,1418.1
prevent,2009,Maryland,MD,region III,South,South Atlantic,46826.72,426549.8299999999,NA,1,3081.9199999999996,NA,5806.3,474412.7799999999,NA,NA,189136.07999999996
prevent,2009,Massachusetts,MA,region I,Northeast,New England,9.8,19300.989999999998,NA,NA,234.88,NA,57.849999999999994,434.97,NA,NA,6.44
prevent,2009,Michigan,MI,region V,North Central,East North Central,8640.95,2293456.9100000006,NA,NA,47048.749999999985,NA,1119.37,1958018.9899999995,139614.91999999998,NA,592142.9599999997
prevent,2009,Minnesota,MN,region V,North Central,West North Central,80198.65999999996,7623028.89,NA,NA,186764.54,NA,1364.5700000000002,7122249.330000002,465030.88000000006,NA,1595887.6999999997
prevent,2009,Mississippi,MS,region IV,South,East South Central,NA,698759.1799999997,NA,298085.8,1143.5900000000001,239537.26,8687.119999999999,2144428.429999999,NA,NA,155568.33999999997
prevent,2009,Missouri,MO,region VII,North Central,West North Central,2148.8500000000004,2904136.34,NA,271336.47,9810.799999999994,199201.28000000003,40739.229999999996,5292037.960000002,NA,NA,717863.4800000003
prevent,2009,Montana,MT,region VIII,West,Mountain,819897.81,66200.64,NA,NA,60809.09999999996,NA,178.10000000000002,1422.1999999999998,40245.43000000001,NA,5291578.509999999
prevent,2009,Nebraska,NE,region VII,North Central,West North Central,4746.45,9134828.07,NA,6.8,89530.74999999996,NA,133863.56000000006,4755782.120000001,53515.47,NA,1680446.65
prevent,2009,Nevada,NV,region IX,West,Mountain,1348.8399999999997,2189.1,NA,NA,2122.99,NA,208.4,NA,NA,NA,12422.770000000002
prevent,2009,New Hampshire,NH,region I,Northeast,New England,4.24,14034.28,NA,NA,52.029999999999994,NA,32.1,0.01,NA,NA,3.38
prevent,2009,New Jersey,NJ,region II,Northeast,Middle Atlantic,2716.0000000000005,74356.56000000003,NA,NA,1505.2,NA,609.3,85908.10999999999,15.2,NA,28078.800000000003
prevent,2009,New Mexico,NM,region VI,West,Mountain,8760.42,122922.53000000001,2758,33740.509999999995,12100.439999999999,NA,66663.48,91.3,NA,NA,446332.5200000001
prevent,2009,New York,NY,region II,Northeast,Middle Atlantic,7583.07,958097.1099999993,NA,NA,60780.65000000001,NA,376.70000000000005,249870.36999999997,NA,NA,94032.18
prevent,2009,North Carolina,NC,region IV,South,South Atlantic,21228.21000000001,843278.9900000002,NA,370409.5299999999,22351.73000000001,NA,15112.469999999998,1777082.960000001,1.95,158.9,614947.2300000001
prevent,2009,North Dakota,ND,region VIII,North Central,West North Central,1115774.0899999994,1893110.6700000004,NA,NA,300958.9799999999,NA,2692.6499999999996,3850988.0200000005,225038.15000000002,NA,8486504.849999998
prevent,2009,Ohio,OH,region V,North Central,East North Central,3248.6,3292017.9999999967,NA,NA,25168.689999999995,NA,723.21,4486403.469999999,NA,NA,932061.52
prevent,2009,Oklahoma,OK,region VI,South,West South Central,12843.409999999998,368197.56000000006,NA,196714.83000000005,24435.510000000013,NA,239847.2599999999,397556.98000000004,NA,NA,5787729.71
prevent,2009,Oregon,OR,region X,West,Pacific,30995.89,75130.14,NA,NA,29585.98,NA,190.79999999999998,360,13288.849999999999,NA,848488.04
prevent,2009,Pennsylvania,PA,region III,Northeast,Middle Atlantic,38039.17000000002,895594.5799999996,NA,NA,55237.85000000001,NA,1992.56,390838.9200000001,NA,NA,134982.98
prevent,2009,Puerto Rico,PR,region II,NA,NA,NA,438.8,NA,NA,NA,NA,68.2,NA,NA,NA,NA
prevent,2009,Rhode Island,RI,region I,Northeast,New England,NA,1368.1800000000003,NA,NA,3,NA,NA,NA,NA,NA,114.7
prevent,2009,South Carolina,SC,region IV,South,South Atlantic,1161.3,296013.3199999999,NA,111368.19,18414.050000000003,35,7230.179999999999,559120.1899999998,NA,0.5,157563.12
prevent,2009,South Dakota,SD,region VIII,North Central,West North Central,43900.25,4868331.170000002,NA,NA,188811.9,NA,111724.55999999998,4167644.9900000016,183.24,NA,3120581.7700000023
