type,year,state,abb,region,division,barley,corn,cotton_els,cotton_upland,oats,rice,sorghum,soybeans,sugar_beets,sugarcane,wheat
prevent,2008,Indiana,IN,North Central,East North Central,1300.4199999999998,5591148.150000005,,,6156.95,,15025.419999999998,5404674.649999998,,,563757.8699999999
prevent,2008,Iowa,IA,North Central,West North Central,4708.3099999999995,12940589.39,,,138816.50000000003,,6976.330000000002,9662197.029999996,0.79,,38152.33
prevent,2008,Kansas,KS,North Central,West North Central,15773.060000000003,3769324.5199999977,,33962.12,50943.90000000001,119.95,2664416.7800000026,3266399.2299999995,,,9531437.24
prevent,2008,Kentucky,KY,South,East South Central,5752.28,1157238.9599999997,,12.5,2951.119999999999,128.0,9436.740000000003,1369876.55,,16.4,523015.6900000002
prevent,2008,Louisiana,LA,South,West South Central,,511451.60000000015,,294378.0999999999,4572.200000000001,464765.93000000005,117613.88,1040027.0699999997,,417080.07,385210.5200000001
prevent,2008,Maine,ME,Northeast,New England,18215.52,28942.329999999998,,,30859.420000000002,,,2136.3,,,1288.92
prevent,2008,Maryland,MD,South,South Atlantic,38538.70999999999,416281.23,,0.52,3651.4,,5553.56,488249.0,,,222232.34999999998
prevent,2008,Massachusetts,MA,Northeast,New England,20.11,20636.22,,,132.83,,15.799999999999999,220.39,,,45.8
prevent,2008,Michigan,MI,North Central,East North Central,7607.750000000001,2324244.7,,,44476.67999999999,,1189.9500000000003,1874193.9099999997,138739.8,,690266.4299999999
prevent,2008,Minnesota,MN,North Central,West North Central,96394.10999999997,7698019.479999997,,,193224.31000000006,,1494.8100000000002,6984989.650000001,436262.39,,1826101.3499999994
prevent,2008,Mississippi,MS,South,East South Central,,686880.1699999998,,360262.51,1791.51,225499.95999999993,79704.09,1983253.19,,0.5,498484.49999999994
prevent,2008,Missouri,MO,North Central,West North Central,2733.9000000000005,2647258.2399999998,,305241.85,6234.699999999999,196238.45,81304.06000000003,5133723.5,,,1211073.1699999995
prevent,2008,Montana,MT,West,Mountain,816818.9799999999,71978.59999999999,,,50094.13,,211.7,566.3999999999999,33294.42,,5544475.309999999
prevent,2008,Nebraska,NE,North Central,West North Central,4169.74,8792528.460000005,,7.16,83357.79999999997,,205517.0699999999,4868254.079999999,47923.649999999994,,1734088.2800000003
prevent,2008,Nevada,NV,West,Mountain,1494.6299999999997,3164.88,,,2695.93,,253.7,,,,16275.699999999997
prevent,2008,New Hampshire,NH,Northeast,New England,5.9,13973.81,,,20.59,,29.35,8.47,,,
prevent,2008,New Jersey,NJ,Northeast,Middle Atlantic,2250.5,78087.87,,,937.0999999999999,,815.7,88822.32,9.8,,31557.299999999996
prevent,2008,New Mexico,NM,West,Mountain,7456.62,127955.03000000001,2569.4,42321.56,11745.750000000002,,108770.57999999999,,,,424802.60000000003
prevent,2008,New York,NY,Northeast,Middle Atlantic,9624.819999999996,977450.7999999999,,,66551.27000000002,,534.5299999999999,217994.18000000002,,,119023.77999999997
prevent,2008,North Carolina,NC,South,South Atlantic,18906.020000000004,869484.56,,426137.42999999993,30676.950000000004,302.6,10648.419999999998,1674181.48,1.25,1.3,788156.9699999995
prevent,2008,North Dakota,ND,North Central,West North Central,1542499.4800000002,2482245.36,,,274600.25000000006,,1938.49,3760572.419999999,208672.86,,8951533.51
prevent,2008,Ohio,OH,North Central,East North Central,3073.5700000000006,3216474.3700000006,,,26019.440000000002,,856.6200000000002,4423736.140000002,,,1059770.7999999996
prevent,2008,Oklahoma,OK,South,West South Central,18222.32999999999,343705.55000000005,,163881.7,27059.670000000006,324.07,334959.11000000004,386897.05000000005,,,5845903.730000001
prevent,2008,Oregon,OR,West,Pacific,50826.26,70387.16999999997,,,29422.259999999995,,239.60000000000002,171.89999999999998,7977.110000000001,,860660.2799999997
prevent,2008,Pennsylvania,PA,Northeast,Middle Atlantic,35096.4,897722.11,,,64714.33999999998,,2750.0500000000006,391686.3399999999,,,150569.71000000002
prevent,2008,Puerto Rico,,,,,123.55,,,,,,,,,
prevent,2008,Rhode Island,RI,Northeast,New England,,1528.25,,,9.0,,10.6,,,,
prevent,2008,South Carolina,SC,South,South Atlantic,973.0900000000001,319198.04999999993,,133135.74999999997,25677.19,90.1,10337.66,524666.58,,2.4,209737.91999999998
prevent,2008,South Dakota,SD,North Central,West North Central,56839.88,4604506.940000001,,,202210.92,1.0,101362.59999999999,4033539.5999999996,397.4,,3512942.6799999997
prevent,2008,Tennessee,TN,South,East South Central,1309.4799999999998,635866.4300000002,,276651.19,3370.3200000000006,1664.1,23078.100000000002,1434358.1199999996,,1.5,563368.0400000003
prevent,2008,Texas,TX,South,West South Central,8558.500000000002,2244131.85,15391.099999999999,4932684.339999998,360259.3699999998,173695.03,3398363.9099999983,223787.48999999996,,37887.1,5708625.770000002
prevent,2008,Utah,UT,West,Mountain,29231.18999999999,47574.289999999986,,,25230.38,,1207.9599999999998,,,,140097.76
prevent,2008,Vermont,VT,Northeast,New England,1543.22,86308.64000000001,,,852.6800000000001,,24.16,3847.62,,,421.80999999999995
prevent,2008,Virgin Islands,,,,,4.63,,,,,,,,5.02,
prevent,2008,Virginia,VA,South,South Atlantic,38772.54999999999,370551.81999999995,,61215.13,8708.640000000005,,3475.9499999999994,565524.83,,2.6,280425.6999999999
prevent,2008,Washington,WA,West,Pacific,193067.53999999995,222244.66,,,8887.299999999996,,149.1,261.4,2266.6,,2270245.22
prevent,2008,West Virginia,WV,South,South Atlantic,1933.4400000000003,41248.8,,,1532.1600000000003,,333.01,18155.98,,1.0,8094.1
prevent,2008,Wisconsin,WI,North Central,East North Central,35663.689999999995,3709400.6200000006,,,234646.87999999986,,2359.2899999999995,1586955.95,,,356962.83000000025
prevent,2008,Wyoming,WY,West,Mountain,78518.01000000001,83185.25999999998,,,25182.140000000007,,180.2,3.0,30178.25,,157379.71
plant and fail,2009,Pr,,,,,438.8,,,,,68.2,,,,
plant and fail,2009,Vi,,,,,4.22,,,,,,,,4.93,
prevent,2009,Pr,,,,,438.8,,,,,68.2,,,,
prevent,2009,Vi,,,,,4.22,,,,,,,,4.93,
plant and fail,2010,,,,,,0.26,,,,,,,,,
plant and fail,2010,Pr,,,,,7.0,,,,,,,,,
plant and fail,2010,Vi,,,,,2.18,,,,,,,,4.95,
prevent,2010,,,,,,0.26,,,,,,,,,
prevent,2010,Pr,,,,,7.0,,,,,,,,,
prevent,2010,Vi,,,,,2.18,,,,,,,,4.95,
plant and fail,2011,Alabama,AL,South,East South Central,39.3,230885.8399999999,,457251.3200000002,13601.259999999997,,6864.669999999999,281136.86000000004,,5.0,159015.58000000002
plant and fail,2011,Alaska,AK,West,Pacific,4560.02,8.81,,,1357.94,,2.93,14.55,1.13,,118.41
plant and fail,2011,Arizona,AZ,West,Mountain,63708.700000000004,52101.299999999996,9138.099999999999,246944.4,11591.800000000003,,17155.4,55.4,251.3,,73232.4
plant and fail,2011,Arkansas,AR,South,West South Central,,556741.7899999999,,676900.0899999999,9775.829999999998,1189203.2000000002,96343.57,3314832.9399999995,,,600604.9599999998
plant and fail,2011,California,CA,West,Pacific,77425.77,525964.3099999999,260372.65999999997,172832.80000000002,157686.8,564945.7999999999,30586.42999999999,40.0,25000.300000000003,320.59999999999997,726891.8199999998
plant and fail,2011,Colorado,CO,West,Mountain,55664.44,1450031.7100000004,,,28118.100000000002,,143829.64,12235.349999999999,30712.03,,2188468.3600000003
plant and fail,2011,Connecticut,CT,Northeast,New England,16.71,26780.84,,,61.99,,7.63,44.5,,,55.8
plant and fail,2011,Delaware,DE,South,South Atlantic,32802.6,181701.81,,,1142.6,,1614.5999999999997,158278.09999999998,,,76655.49999999999
plant and fail,2011,Florida,FL,South,South Atlantic,,53418.00000000002,,120225.59,15172.649999999998,10011.25,3683.4500000000003,17136.47,,413140.88999999996,10341.58
plant and fail,2011,Georgia,GA,South,South Atlantic,538.0,333740.14999999973,,1584863.6999999995,30341.150000000005,,39699.34999999999,144430.72,,27.0,219786.36999999997
plant and fail,2011,Idaho,ID,West,Mountain,501079.56,325706.4099999999,,,40709.79000000001,,798.5999999999999,315.4,179904.22000000006,,1439054.3499999994
plant and fail,2011,Illinois,IL,North Central,East North Central,502.62,12340560.78,,,19658.930000000008,325.96000000000004,19910.87000000001,8774498.5,20.15,,758268.5400000002
plant and fail,2011,Indiana,IN,North Central,East North Central,1019.5600000000002,5719396.930000001,,,3177.469999999999,,6662.15,5224240.830000003,,2.5,412313.9400000002
plant and fail,2011,Iowa,IA,North Central,West North Central,3689.1999999999994,13764739.180000009,,,113333.11000000004,,820.62,9240331.610000005,,,19334.579999999994
plant and fail,2011,Kansas,KS,North Central,West North Central,7176.960000000001,4773875.120000002,,78249.62,44948.92000000001,,2312309.9899999998,3961255.2699999996,,,8567393.739999998
plant and fail,2011,Kentucky,KY,South,East South Central,4870.74,1334073.3799999994,,223.79999999999998,2040.9,0.0,6407.1,1451973.1099999999,11.8,18.5,479745.62
plant and fail,2011,Louisiana,LA,South,West South Central,,570339.0100000001,,287179.68999999994,4224.01,417691.12,122664.04000000001,1006146.9900000001,,408140.68,235179.0
plant and fail,2011,Maine,ME,Northeast,New England,14135.400000000001,28669.039999999997,,,27725.079999999998,,,1697.98,,,2157.63
plant and fail,2011,Maryland,MD,South,South Atlantic,34183.09999999999,452068.47,,,1991.1699999999994,,14299.849999999997,455792.0600000002,,,190007.18000000002
plant and fail,2011,Massachusetts,MA,Northeast,New England,32.2,18302.06,,,187.89999999999998,,3.5,775.37,,,13.2
plant and fail,2011,Michigan,MI,North Central,East North Central,7201.600000000001,2362178.8600000003,,,28694.670000000006,,451.78000000000003,1876704.7899999996,153953.30000000002,,646312.9899999998
plant and fail,2011,Minnesota,MN,North Central,West North Central,55043.80000000001,8061112.860000004,,,115838.70999999993,,843.0,7002554.1499999985,477330.61000000004,,1503785.9500000007
plant and fail,2011,Mississippi,MS,South,East South Central,,779377.0899999999,27.6,615705.3400000002,2124.4900000000002,157453.00000000003,47992.01000000001,1807201.6799999995,,,310693.23999999993
plant and fail,2011,Missouri,MO,North Central,West North Central,1911.6399999999994,3221262.589999998,,372467.07,5577.56,141424.00000000003,37330.279999999984,5294874.880000002,,,745045.3300000002
plant and fail,2011,Montana,MT,West,Mountain,638101.0299999999,70887.50000000001,,,29392.319999999996,,1406.46,4400.240000000002,44849.090000000004,,4927442.160000004
plant and fail,2011,Nebraska,NE,North Central,West North Central,2234.56,9808739.730000008,,39.37,51559.85,,67696.76000000002,4858949.420000002,51756.130000000005,,1491460.7300000004
plant and fail,2011,Nevada,NV,West,Mountain,1184.38,3826.37,,,2101.31,,112.6,,,,17885.570000000003
plant and fail,2011,New Hampshire,NH,Northeast,New England,,13551.69,,,47.74,,28.21,134.89,,,4.0
plant and fail,2011,New Jersey,NJ,Northeast,Middle Atlantic,2786.6000000000004,83675.05,,,998.7000000000002,,959.8,84573.79000000001,23.5,,27352.399999999998
plant and fail,2011,New Mexico,NM,West,Mountain,7666.83,123607.18999999999,3312.02,71561.40000000001,7812.75,,69951.16000000002,161.0,,,421171.46
plant and fail,2011,New York,NY,Northeast,Middle Atlantic,5507.330000000002,979090.3899999995,,,30945.93,,469.94000000000005,269739.82000000007,,,100002.48000000005
plant and fail,2011,North Carolina,NC,South,South Atlantic,19158.809999999998,843852.8900000005,,798857.39,19455.690000000002,2.0,14936.35,1364704.7999999998,,45.8,613859.9
plant and fail,2011,North Dakota,ND,North Central,West North Central,361100.20999999996,2169651.729999999,5.8,,132534.34,,1607.5999999999997,3935538.0400000005,231171.28000000003,,6665520.789999997
plant and fail,2011,Ohio,OH,North Central,East North Central,2839.3199999999993,3270096.970000001,,,9618.619999999999,,709.0000000000002,4465502.109999999,0.22,,833218.54
plant and fail,2011,Oklahoma,OK,South,West South Central,25275.540000000005,353016.60000000027,,405272.5,16500.17,,275097.51999999996,429937.3300000001,,,4930196.690000001
plant and fail,2011,Oregon,OR,West,Pacific,31195.830000000005,94358.89000000003,,,20893.09999999999,,118.2,738.3,11883.309999999998,52.7,908257.2900000004
plant and fail,2011,Pennsylvania,PA,Northeast,Middle Atlantic,37519.03000000001,931642.3600000006,,,35532.65,,1526.7000000000005,420585.4099999999,,,133201.41
plant and fail,2011,Puerto Rico,,,,,26.75,,,,1.5,,,,,
plant and fail,2011,Rhode Island,RI,Northeast,New England,,1272.63,,,3.5,,,,,,21.5
plant and fail,2011,South Carolina,SC,South,South Atlantic,1230.8999999999999,323818.7700000001,,299906.97000000003,15527.130000000006,47.1,11889.13,350057.9,,2.25,171282.52
plant and fail,2011,South Dakota,SD,North Central,West North Central,21823.629999999997,5076527.02,0.0,,108095.04999999994,,105757.86999999992,4010291.490000001,,,2754643.340000001
plant and fail,2011,Tennessee,TN,South,East South Central,1909.2600000000002,741731.0599999998,,485945.6299999999,2195.4399999999996,222.5,16767.84,1240152.6000000003,,1.5,348089.17999999993
plant and fail,2011,Texas,TX,South,West South Central,11917.099999999997,1949557.38,19452.7,7441061.819999998,293304.4500000001,179890.96999999997,1460878.810000001,156117.19999999995,,42754.200000000004,4967095.350000001
plant and fail,2011,Utah,UT,West,Mountain,26509.89,65424.56000000002,,,19392.939999999995,,1132.09,25.799999999999997,,,137178.75
plant and fail,2011,Vermont,VT,Northeast,New England,205.94,82067.20999999998,,,292.65,,45.2,3907.8,,,500.13
plant and fail,2011,Virgin Islands,,,,,4.1,,,,,,,,4.24,
plant and fail,2011,Virginia,VA,South,South Atlantic,60841.09999999997,386185.8299999999,,115090.7,5364.299999999998,,3191.22,540780.4999999999,,0.4,235337.28999999995
plant and fail,2011,Washington,WA,West,Pacific,111808.99999999997,206148.43000000005,,,4802.500000000001,,31.8,437.5,1233.7,,2312578.11
plant and fail,2011,West Virginia,WV,South,South Atlantic,3189.18,42773.23,,,880.9799999999999,,309.1,19752.86,,8.0,7013.310000000001
plant and fail,2011,Wisconsin,WI,North Central,East North Central,25858.780000000006,3988101.5600000024,,,172422.8,,1161.4,1590305.33,,,346431.79000000004
plant and fail,2011,Wyoming,WY,West,Mountain,65939.70999999999,91746.36999999997,,,21047.98999999999,,102.1,,31480.25,,168652.24999999994
prevent,2011,Alabama,AL,South,East South Central,39.3,230885.8399999999,,457251.3200000002,13601.259999999997,,6864.669999999999,281136.86000000004,,5.0,159015.58000000002
prevent,2011,Alaska,AK,West,Pacific,4560.02,8.81,,,1357.94,,2.93,14.55,1.13,,118.41
prevent,2011,Arizona,AZ,West,Mountain,63708.700000000004,52101.299999999996,9138.099999999999,246944.4,11591.800000000003,,17155.4,55.4,251.3,,73232.4
prevent,2011,Arkansas,AR,South,West South Central,,556741.7899999999,,676900.0899999999,9775.829999999998,1189203.2000000002,96343.57,3314832.9399999995,,,600604.9599999998
prevent,2011,California,CA,West,Pacific,77425.77,525964.3099999999,260372.65999999997,172832.80000000002,157686.8,564945.7999999999,30586.42999999999,40.0,25000.300000000003,320.59999999999997,726891.8199999998
prevent,2011,Colorado,CO,West,Mountain,55664.44,1450031.7100000004,,,28118.100000000002,,143829.64,12235.349999999999,30712.03,,2188468.3600000003
prevent,2011,Connecticut,CT,Northeast,New England,16.71,26780.84,,,61.99,,7.63,44.5,,,55.8
prevent,2011,Delaware,DE,South,South Atlantic,32802.6,181701.81,,,1142.6,,1614.5999999999997,158278.09999999998,,,76655.49999999999
prevent,2011,Florida,FL,South,South Atlantic,,53418.00000000002,,120225.59,15172.649999999998,10011.25,3683.4500000000003,17136.47,,413140.88999999996,10341.58
prevent,2011,Georgia,GA,South,South Atlantic,538.0,333740.14999999973,,1584863.6999999995,30341.150000000005,,39699.34999999999,144430.72,,27.0,219786.36999999997
prevent,2011,Idaho,ID,West,Mountain,501079.56,325706.4099999999,,,40709.79000000001,,798.5999999999999,315.4,179904.22000000006,,1439054.3499999994
prevent,2011,Illinois,IL,North Central,East North Central,502.62,12340560.78,,,19658.930000000008,325.96000000000004,19910.87000000001,8774498.5,20.15,,758268.5400000002
prevent,2011,Indiana,IN,North Central,East North Central,1019.5600000000002,5719396.930000001,,,3177.469999999999,,6662.15,5224240.830000003,,2.5,412313.9400000002
prevent,2011,Iowa,IA,North Central,West North Central,3689.1999999999994,13764739.180000009,,,113333.11000000004,,820.62,9240331.610000005,,,19334.579999999994
prevent,2011,Kansas,KS,North Central,West North Central,7176.960000000001,4773875.120000002,,78249.62,44948.92000000001,,2312309.9899999998,3961255.2699999996,,,8567393.739999998
prevent,2011,Kentucky,KY,South,East South Central,4870.74,1334073.3799999994,,223.79999999999998,2040.9,0.0,6407.1,1451973.1099999999,11.8,18.5,479745.62
prevent,2011,Louisiana,LA,South,West South Central,,570339.0100000001,,287179.68999999994,4224.01,417691.12,122664.04000000001,1006146.9900000001,,408140.68,235179.0
prevent,2011,Maine,ME,Northeast,New England,14135.400000000001,28669.039999999997,,,27725.079999999998,,,1697.98,,,2157.63
prevent,2011,Maryland,MD,South,South Atlantic,34183.09999999999,452068.47,,,1991.1699999999994,,14299.849999999997,455792.0600000002,,,190007.18000000002
prevent,2011,Massachusetts,MA,Northeast,New England,32.2,18302.06,,,187.89999999999998,,3.5,775.37,,,13.2
prevent,2011,Michigan,MI,North Central,East North Central,7201.600000000001,2362178.8600000003,,,28694.670000000006,,451.78000000000003,1876704.7899999996,153953.30000000002,,646312.9899999998
prevent,2011,Minnesota,MN,North Central,West North Central,55043.80000000001,8061112.860000004,,,115838.70999999993,,843.0,7002554.1499999985,477330.61000000004,,1503785.9500000007
prevent,2011,Mississippi,MS,South,East South Central,,779377.0899999999,27.6,615705.3400000002,2124.4900000000002,157453.00000000003,47992.01000000001,1807201.6799999995,,,310693.23999999993
prevent,2011,Missouri,MO,North Central,West North Central,1911.6399999999994,3221262.589999998,,372467.07,5577.56,141424.00000000003,37330.279999999984,5294874.880000002,,,745045.3300000002
prevent,2011,Montana,MT,West,Mountain,638101.0299999999,70887.50000000001,,,29392.319999999996,,1406.46,4400.240000000002,44849.090000000004,,4927442.160000004
prevent,2011,Nebraska,NE,North Central,West North Central,2234.56,9808739.730000008,,39.37,51559.85,,67696.76000000002,4858949.420000002,51756.130000000005,,1491460.7300000004
prevent,2011,Nevada,NV,West,Mountain,1184.38,3826.37,,,2101.31,,112.6,,,,17885.570000000003
prevent,2011,New Hampshire,NH,Northeast,New England,,13551.69,,,47.74,,28.21,134.89,,,4.0
prevent,2011,New Jersey,NJ,Northeast,Middle Atlantic,2786.6000000000004,83675.05,,,998.7000000000002,,959.8,84573.79000000001,23.5,,27352.399999999998
prevent,2011,New Mexico,NM,West,Mountain,7666.83,123607.18999999999,3312.02,71561.40000000001,7812.75,,69951.16000000002,161.0,,,421171.46
prevent,2011,New York,NY,Northeast,Middle Atlantic,5507.330000000002,979090.3899999995,,,30945.93,,469.94000000000005,269739.82000000007,,,100002.48000000005
prevent,2011,North Carolina,NC,South,South Atlantic,19158.809999999998,843852.8900000005,,798857.39,19455.690000000002,2.0,14936.35,1364704.7999999998,,45.8,613859.9
prevent,2011,North Dakota,ND,North Central,West North Central,361100.20999999996,2169651.729999999,5.8,,132534.34,,1607.5999999999997,3935538.0400000005,231171.28000000003,,6665520.789999997
prevent,2011,Ohio,OH,North Central,East North Central,2839.3199999999993,3270096.970000001,,,9618.619999999999,,709.0000000000002,4465502.109999999,0.22,,833218.54
prevent,2011,Oklahoma,OK,South,West South Central,25275.540000000005,353016.60000000027,,405272.5,16500.17,,275097.51999999996,429937.3300000001,,,4930196.690000001
prevent,2011,Oregon,OR,West,Pacific,31195.830000000005,94358.89000000003,,,20893.09999999999,,118.2,738.3,11883.309999999998,52.7,908257.2900000004
prevent,2011,Pennsylvania,PA,Northeast,Middle Atlantic,37519.03000000001,931642.3600000006,,,35532.65,,1526.7000000000005,420585.4099999999,,,133201.41
prevent,2011,Puerto Rico,,,,,26.75,,,,1.5,,,,,
prevent,2011,Rhode Island,RI,Northeast,New England,,1272.63,,,3.5,,,,,,21.5
prevent,2011,South Carolina,SC,South,South Atlantic,1230.8999999999999,323818.7700000001,,299906.97000000003,15527.130000000006,47.1,11889.13,350057.9,,2.25,171282.52
prevent,2011,South Dakota,SD,North Central,West North Central,21823.629999999997,5076527.02,0.0,,108095.04999999994,,105757.86999999992,4010291.490000001,,,2754643.340000001
prevent,2011,Tennessee,TN,South,East South Central,1909.2600000000002,741731.0599999998,,485945.6299999999,2195.4399999999996,222.5,16767.84,1240152.6000000003,,1.5,348089.17999999993
prevent,2011,Texas,TX,South,West South Central,11917.099999999997,1949557.38,19452.7,7441061.819999998,293304.4500000001,179890.96999999997,1460878.810000001,156117.19999999995,,42754.200000000004,4967095.350000001
prevent,2011,Utah,UT,West,Mountain,26509.89,65424.56000000002,,,19392.939999999995,,1132.09,25.799999999999997,,,137178.75
prevent,2011,Vermont,VT,Northeast,New England,205.94,82067.20999999998,,,292.65,,45.2,3907.8,,,500.13
prevent,2011,Virgin Islands,,,,,4.1,,,,,,,,4.24,
prevent,2011,Virginia,VA,South,South Atlantic,60841.09999999997,386185.8299999999,,115090.7,5364.299999999998,,3191.22,540780.4999999999,,0.4,235337.28999999995
prevent,2011,Washington,WA,West,Pacific,111808.99999999997,206148.43000000005,,,4802.500000000001,,31.8,437.5,1233.7,,2312578.11
prevent,2011,West Virginia,WV,South,South Atlantic,3189.18,42773.23,,,880.9799999999999,,309.1,19752.86,,8.0,7013.310000000001
prevent,2011,Wisconsin,WI,North Central,East North Central,25858.780000000006,3988101.5600000024,,,172422.8,,1161.4,1590305.33,,,346431.79000000004
prevent,2011,Wyoming,WY,West,Mountain,65939.70999999999,91746.36999999997,,,21047.98999999999,,102.1,,31480.25,,168652.24999999994
plant and fail,2012,Alabama,AL,South,East South Central,47.3,269890.3700000001,,376105.02000000025,13048.920000000004,,7424.000000000001,320962.19000000006,,3.2,158764.98999999996
plant and fail,2012,Alaska,AK,West,Pacific,4364.87,,,,1280.69,,,,,,197.06
plant and fail,2012,Arizona,AZ,West,Mountain,43316.700000000004,65252.900000000016,2590.6,189491.00000000003,13153.800000000005,,26516.5,,497.0,,103339.0
plant and fail,2012,Arkansas,AR,South,West South Central,,702176.2799999997,9.6,588186.0299999999,8124.469999999998,1279474.3999999994,132294.35,3181816.7000000016,,,533643.1599999999
plant and fail,2012,California,CA,West,Pacific,102384.93000000007,506321.25000000006,218415.60000000003,136144.05000000002,161970.94000000003,544386.2400000001,36542.5,17.5,23906.399999999998,113.60000000000001,679584.52
plant and fail,2012,Colorado,CO,West,Mountain,50866.98000000001,1370832.14,,,40361.76000000001,,168695.6,10415.399999999998,31785.519999999997,,2235598.5200000014
plant and fail,2012,Concticut,,,,13.3,26646.579999999998,,,27.3,,2.64,3.1,,,100.26999999999998
plant and fail,2012,Delaware,DE,South,South Atlantic,35127.5,180779.5,,,609.5999999999999,,998.1,160382.12,,,73998.61
plant and fail,2012,Florida,FL,South,South Atlantic,,54230.76999999999,,104502.52000000003,14804.52,791.65,4928.52,20365.06,,251099.07,11876.57
plant and fail,2012,Georgia,GA,South,South Atlantic,1054.5,334201.66000000015,,1277299.6700000004,38198.780000000006,,45343.26999999999,209883.18000000002,,37.05,258135.44000000006
plant and fail,2012,Hawaii,HI,West,Pacific,,19.64,,,,,,,,,
plant and fail,2012,Idaho,ID,West,Mountain,587178.2799999998,327437.18000000005,,,39663.41,,280.22,45.0,185119.55000000002,,1251460.5000000002
plant and fail,2012,Illinois,IL,North Central,East North Central,698.9100000000001,12515769.650000006,,,20858.41,753.17,25583.3,8897164.220000003,,,615649.5599999999
plant and fail,2012,Indiana,IN,North Central,East North Central,1012.09,6098360.5299999975,,,4766.419999999997,,9117.779999999999,5085040.090000003,,,311029.9499999999
plant and fail,2012,Iowa,IA,North Central,West North Central,3736.3399999999992,13950628.3,,2.0,125096.5,,1389.3599999999997,9202797.870000005,,,16212.859999999997
plant and fail,2012,Kansas,KS,North Central,West North Central,7712.120000000001,4573047.499999999,,53594.50000000001,90834.76000000008,,2204570.6499999985,3934014.579999999,,,9195607.919999994
plant and fail,2012,Kentucky,KY,South,East South Central,6127.599999999999,1603458.1500000008,,12.5,1621.5500000000002,,5780.050000000001,1440245.7200000004,20.4,13.6,482049.94000000006
plant and fail,2012,Louisiana,LA,South,West South Central,,531876.69,,226186.96000000005,4563.750000000001,399461.8900000001,121621.61,1117667.94,7.26,430684.78,269320.3400000001
plant and fail,2012,Maine,ME,Northeast,New England,15085.08,28936.520000000004,,,28223.01,,22.0,2177.42,,,1127.1000000000001
plant and fail,2012,Maryland,MD,South,South Atlantic,57667.34999999999,448973.3099999999,,0.8,5246.449999999999,,15907.080000000002,464923.77000000014,,,301796.26999999996
plant and fail,2012,Masacuset,,,,10.2,17995.090000000004,,,164.14,,81.85000000000001,807.0399999999998,,,187.45
plant and fail,2012,Michigan,MI,North Central,East North Central,7493.7,2515124.8000000007,,,34105.179999999986,,351.50000000000006,1900321.9800000007,154093.75000000003,,524047.98000000004
plant and fail,2012,Minnesota,MN,North Central,West North Central,107121.39999999997,8722855.059999991,,,135574.06,,1119.1,6951649.990000002,473152.48000000004,,1307214.8200000003
plant and fail,2012,Misisippi,,,,,779648.5499999996,,466300.03,2439.9,126559.92,42581.38999999999,1947529.2,,,323945.0200000001
plant and fail,2012,Missouri,MO,North Central,West North Central,3071.98,3474189.369999998,,348344.63999999996,10717.47,177979.59,55296.58,5356095.3100000005,,,740770.12
plant and fail,2012,Montana,MT,West,Mountain,850534.89,98881.98999999999,,,36451.03999999999,,2132.69,8132.3099999999995,46196.09,,5572078.449999999
plant and fail,2012,Nebraska,NE,North Central,West North Central,3071.9299999999994,9934108.390000002,,5.0,64441.83999999994,,57836.66000000003,5011741.98,50447.64000000001,,1343468.750000001
plant and fail,2012,Nevada,NV,West,Mountain,1399.1299999999999,3546.8,,,1368.91,,207.14,,,,19191.039999999997
plant and fail,2012,New Hamp,,,,0.7,12980.730000000001,,,52.1,,33.25,27.189999999999998,,,0.7
plant and fail,2012,New Mexco,,,,5538.68,116245.09,2272.82,45987.04999999999,14575.21,,75783.64000000003,,,,429836.32
plant and fail,2012,New York,NY,Northeast,Middle Atlantic,7261.739999999997,1059533.1900000002,,,53371.77000000002,0.2,895.62,301928.5500000001,0.01,,85803.86999999998
plant and fail,2012,Newjersey,,,,2938.5000000000005,84362.73000000001,,,1561.8000000000002,,729.6500000000001,91465.71,29.1,,22192.569999999996
plant and fail,2012,No Caroln,,,,19549.210000000003,826055.9499999998,,577653.3500000002,18122.469999999998,,70366.21,1563256.3800000004,0.2,46.9,744037.4900000005
plant and fail,2012,No Dakota,,,,974000.19,3494123.5199999986,,,173406.1799999999,,898.6999999999999,4673028.6400000015,222746.9,,7654925.33
plant and fail,2012,Ohio,OH,North Central,East North Central,2471.3199999999993,3816108.4099999988,,,23857.97000000001,,939.4000000000001,4538487.14,1.85,,472220.1200000001
plant and fail,2012,Oklahoma,OK,South,West South Central,17059.789999999997,329630.5499999998,66.0,296299.3000000001,44823.829999999965,,246913.41999999998,410483.46,,,5215404.12
plant and fail,2012,Oregon,OR,West,Pacific,47128.439999999995,97812.93999999994,,,21829.0,,370.1,313.6,12774.78,,799732.2300000001
plant and fail,2012,Penslvana,,,,35242.10999999999,961370.980000001,,,53504.230000000025,,1732.3100000000006,456932.49000000005,,,103594.44999999997
plant and fail,2012,Puerto Ri,,,,,14.3,,,,,,,,2.0,
plant and fail,2012,Rhode Isl,,,,,1537.91,,,4.720000000000001,,,4.0,,,
plant and fail,2012,S Carolin,,,,1555.9,297570.64000000013,,295340.15000000014,15702.28,37.3,15080.119999999999,361613.38999999984,,0.6,209739.5800000001
plant and fail,2012,S Dakota,,,,31027.090000000007,5987169.740000002,,,149358.83,,123227.36,4643274.75,,,2299131.149999999
